Level,ExpToNextLevel,GoodReward1,GoodAmount1,GoodReward2,GoodAmount2,GoodReward3,GoodAmount3,ThresholdRewardSet1,ThresholdRewardSet2,ThresholdRewardSet3,ThresholdRewardSet4,ThresholdRewardSet5,MaxFields,MaxEvents,CaretakerStorageCapacity,MillerStorageCapacity,MaxCatAmount,MaxCatHouseAmount,MaxDogAmount,MaxDogHouseAmount,MaxHorseAmount,MaxHorseHouseAmount,MaxDonkeyAmount,MaxDonkeyHouseAmount,MaxBunnyAmount,MaxBunnyHouseAmount,MaxKittenAmount,MaxKittenHouseAmount,MaxPuppyAmount,MaxPuppyHouseAmount,MaxGuineaPigAmount,MaxGuineaPigHouseAmount,MaxBirdAmount,MaxBirdHouseAmount,MaxChickenHabitats,MaxCowHabitats,MaxSheepHabitats,MaxPigHabitats,MaxGoatHabitats,MaxHammermills,MaxSugarMills,MaxSmelters,MaxBeeHabitats,MaxSquirrelHabitats,MinGoodsInOrderDelivery,MaxGoodsInOrderDelivery,OrderCancelTimeMin,OrderSpeedUpPrice,BoatOrderSpeedUpPrice,MaxOrderCount,CashExpMultiplier,EventCounterClicks,OrderMinValue,OrderMaxValue,DiamondsToCoinsRate,GuestOrderValue,MinCrateAmountInBoatOrder,MaxCrateAmountInBoatOrder,MinBoatOrderValue,MaxBoatOrderValue,MinGoodTypesInBoatOrder,MaxGoodTypesInBoatOrder,MinBoatStayTimeMinutes,MaxBoatStayTimeMinutes,BoatETAMinutes,BoatRewardMultiplier,SpecialOrderProbablity,SpecialOrderMaxCount,FeatureTID,FeaturePNGURL
303,2940000,FreeDiamonds,20,,,,,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,230,920,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,78,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
304,2951000,FreeDiamonds,20,,,,,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,230,920,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,78,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
305,2962000,FreeDiamonds,20,,,,,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,231,924,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,78,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
306,2973000,FreeDiamonds,20,,,,,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,231,924,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,78,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
307,2984000,FreeDiamonds,20,,,,,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,232,928,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,78,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
308,2995000,FreeDiamonds,20,,,,,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,232,928,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,78,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
309,3006000,FreeDiamonds,20,,,,,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,233,932,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,78,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
310,3017000,FreeDiamonds,20,,,,,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,233,932,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,78,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
311,3028000,FreeDiamonds,20,,,,,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,234,936,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,79,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
312,3039000,FreeDiamonds,20,,,,,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,234,936,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,79,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
313,3050000,FreeDiamonds,20,,,,,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,235,940,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,79,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
314,3061000,FreeDiamonds,20,,,,,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,235,940,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,79,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
315,3072000,FreeDiamonds,20,,,,,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,236,944,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,79,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
316,3083000,FreeDiamonds,20,,,,,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,236,944,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,79,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
317,3094000,FreeDiamonds,20,,,,,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,237,948,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,79,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
318,3105000,FreeDiamonds,20,,,,,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,237,948,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,79,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
319,3116000,FreeDiamonds,20,,,,,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,238,952,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,79,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
320,3127000,FreeDiamonds,20,,,,,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,238,952,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,79,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
321,3138000,FreeDiamonds,20,,,,,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,239,956,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,79,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
322,3149000,FreeDiamonds,20,,,,,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,239,956,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,79,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
323,3160000,FreeDiamonds,20,,,,,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,240,960,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,79,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
324,3171000,FreeDiamonds,20,,,,,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,240,960,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,79,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
325,3182000,FreeDiamonds,20,,,,,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,241,964,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,79,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
326,3193000,FreeDiamonds,20,,,,,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,241,964,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,79,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
327,3204000,FreeDiamonds,20,,,,,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,242,968,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,79,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
328,3215000,FreeDiamonds,20,,,,,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,242,968,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,79,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
329,3226000,FreeDiamonds,20,,,,,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,243,972,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,79,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
330,3237000,FreeDiamonds,20,,,,,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,243,972,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,79,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
331,3248000,FreeDiamonds,20,,,,,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,244,976,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,79,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
332,3259000,FreeDiamonds,20,,,,,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,244,976,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,79,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
333,3270000,FreeDiamonds,20,,,,,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,245,980,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,79,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
334,3281000,FreeDiamonds,20,,,,,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,245,980,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,79,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
335,3292000,FreeDiamonds,20,,,,,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,246,984,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,79,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
336,3303000,FreeDiamonds,20,,,,,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,246,984,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,79,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
337,3314000,FreeDiamonds,20,,,,,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,247,988,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,80,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
338,3325000,FreeDiamonds,20,,,,,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,247,988,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,80,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
339,3336000,FreeDiamonds,20,,,,,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,248,992,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,80,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
340,3347000,FreeDiamonds,20,,,,,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,248,992,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,80,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
341,3358000,FreeDiamonds,20,,,,,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,249,996,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,80,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
342,3369000,FreeDiamonds,20,,,,,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,249,996,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,80,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
343,3380000,FreeDiamonds,20,,,,,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,250,1000,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,78,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
344,3391000,FreeDiamonds,20,,,,,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,250,1000,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,78,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
345,3402000,FreeDiamonds,20,,,,,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,251,1004,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,78,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
346,3413000,FreeDiamonds,20,,,,,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,251,1004,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,78,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
347,3424000,FreeDiamonds,20,,,,,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,252,1008,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,78,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
348,3435000,FreeDiamonds,20,,,,,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,252,1008,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,78,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
349,3446000,FreeDiamonds,20,,,,,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,253,1012,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,78,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
350,3457000,FreeDiamonds,50,,,,,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,253,1012,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,78,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
351,3468000,FreeDiamonds,20,,,,,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,254,1016,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,78,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
352,3479000,FreeDiamonds,20,,,,,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,254,1016,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,78,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
353,3490000,FreeDiamonds,20,,,,,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,255,1020,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,78,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
354,3501000,FreeDiamonds,20,,,,,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,255,1020,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,78,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
355,3512000,FreeDiamonds,20,,,,,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,256,1024,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,78,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
356,3523000,FreeDiamonds,20,,,,,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,256,1024,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,78,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
357,3534000,FreeDiamonds,20,,,,,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,257,1028,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,78,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
358,3545000,FreeDiamonds,20,,,,,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,257,1028,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,78,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
359,3556000,FreeDiamonds,20,,,,,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,258,1032,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,78,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
360,3567000,FreeDiamonds,20,,,,,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,258,1032,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,78,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
361,3578000,FreeDiamonds,20,,,,,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,259,1036,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,78,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
362,3589000,FreeDiamonds,20,,,,,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,259,1036,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,78,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
363,3600000,FreeDiamonds,20,,,,,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,260,1040,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,78,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
364,3611000,FreeDiamonds,20,,,,,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,260,1040,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,78,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
365,3622000,FreeDiamonds,20,,,,,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,261,1044,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,78,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
366,3633000,FreeDiamonds,20,,,,,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,261,1044,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,78,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
367,3644000,FreeDiamonds,20,,,,,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,262,1048,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,78,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
368,3655000,FreeDiamonds,20,,,,,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,262,1048,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,79,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
369,3666000,FreeDiamonds,20,,,,,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,263,1052,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,79,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
370,3677000,FreeDiamonds,20,,,,,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,263,1052,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,79,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
371,3688000,FreeDiamonds,20,,,,,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,264,1056,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,79,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
372,3699000,FreeDiamonds,20,,,,,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,264,1056,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,79,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
373,3710000,FreeDiamonds,20,,,,,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,265,1060,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,79,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
374,3721000,FreeDiamonds,20,,,,,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,265,1060,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,79,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
375,3732000,FreeDiamonds,20,,,,,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,266,1064,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,79,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
